frame,drone_count,base_speed,speed_multiplier,neighbor_distance,collisions,avg_distance
19890,70,3.0,0.8,150,19,79.94
19920,70,3.0,0.8,150,19,79.87
19950,70,3.0,0.8,150,19,79.98
19980,70,3.0,0.8,150,19,79.91
20010,70,3.0,0.8,150,19,79.89
20040,70,3.0,0.8,150,19,79.97
20070,70,3.0,0.8,150,19,79.9
20100,70,3.0,0.8,150,19,79.97
20130,70,3.0,0.8,150,19,80.09
20160,70,3.0,0.8,150,19,80.05
20190,70,3.0,0.8,150,19,79.99
20220,70,3.0,0.8,150,19,79.98
20250,70,3.0,0.8,150,19,80.01
20280,70,3.0,0.8,150,19,79.99
20310,70,3.0,0.8,150,19,80.04
20340,70,3.0,0.8,150,19,80.04
20370,70,3.0,0.8,150,19,80.1
20400,70,3.0,0.8,150,19,80.1
20430,70,3.0,0.8,150,19,79.99
20460,70,3.0,0.8,150,19,80.05
20490,70,3.0,0.8,150,19,80.07
20520,70,3.0,0.8,150,19,80.01
20550,70,3.0,0.8,150,19,79.96
20580,70,3.0,0.8,150,19,80.06
20610,70,3.0,0.8,150,19,80.07
20640,70,3.0,0.8,150,19,79.97
20670,70,3.0,0.8,150,19,79.98
20700,70,3.0,0.8,150,19,80.01
20730,70,3.0,0.8,150,19,79.97
20760,70,3.0,0.8,150,19,79.97
20790,70,3.0,0.8,150,19,80.07
20820,70,3.0,0.8,150,19,80.06
20850,70,3.0,0.8,150,19,80.07
20880,70,3.0,0.8,150,19,79.99
20910,70,3.0,0.8,150,19,80.01
20940,70,3.0,0.8,150,19,80.04
20970,70,3.0,0.8,150,19,80.03
21000,70,3.0,0.8,150,19,80.03
21030,70,3.0,0.8,150,19,80.13
21060,70,3.0,0.8,150,19,80.12
21090,70,3.0,0.8,150,19,80.09
21120,70,3.0,0.8,150,19,80.17
21150,70,3.0,0.8,150,19,80.24
21180,70,3.0,0.8,150,19,80.15
21210,70,3.0,0.8,150,19,80.14
21240,70,3.0,0.8,150,19,80.03
21270,70,3.0,0.8,150,19,80.11
21300,70,3.0,0.8,150,19,80.07
21330,70,3.0,0.8,150,19,80.1
21360,70,3.0,0.8,150,19,80.09
21390,70,3.0,0.8,150,19,79.92
21420,70,3.0,0.8,150,19,80.02
21450,70,3.0,0.8,150,19,80.0
21480,70,3.0,0.8,150,19,80.0
21510,70,3.0,0.8,150,19,79.95
21540,70,3.0,0.8,150,19,80.07
21570,70,3.0,0.8,150,19,80.03
21600,70,3.0,0.8,150,19,80.02
21630,70,3.0,0.8,150,19,79.98
21660,70,3.0,0.8,150,19,80.1
21690,70,3.0,0.8,150,19,79.92
21720,70,3.0,0.8,150,19,79.89
21750,70,3.0,0.8,150,19,80.0
21780,70,3.0,0.8,150,19,79.87
21810,70,3.0,0.8,150,19,79.97
21840,70,3.0,0.8,150,19,79.83
21870,70,3.0,0.8,150,19,79.85
21900,70,3.0,0.8,150,19,79.88
21930,70,3.0,0.8,150,19,79.89
21960,70,3.0,0.8,150,19,79.95
21990,70,3.0,0.8,150,19,79.93
22020,70,3.0,0.8,150,19,79.93
22050,70,3.0,0.8,150,19,79.84
22080,70,3.0,0.8,150,19,79.87
22110,70,3.0,0.8,150,19,79.94
22140,70,3.0,0.8,150,19,79.78
22170,70,3.0,0.8,150,19,79.86
22200,70,3.0,0.8,150,19,79.88
22230,70,3.0,0.8,150,19,79.91
22260,70,3.0,0.8,150,19,79.84
22290,70,3.0,0.8,150,19,80.0
22320,70,3.0,0.8,150,19,102.5
22350,70,3.0,0.8,150,19,102.54
22380,70,3.0,0.8,150,19,125.09
22410,70,3.0,0.8,150,19,147.41
22440,70,3.0,0.8,150,19,168.9
22470,70,3.0,0.8,150,19,189.71
22500,70,3.0,0.8,150,19,209.59
22530,70,3.0,0.8,150,19,125.11
22560,70,3.0,0.8,150,19,125.25
22590,70,3.0,0.8,150,19,102.48
22620,70,3.0,0.8,150,19,125.23
22650,70,3.0,0.8,150,19,125.66
22680,70,3.0,0.8,150,19,169.47
22710,70,3.0,0.8,150,19,210.11
22740,70,3.0,0.8,150,19,209.77
22770,70,3.0,0.8,150,19,208.62
22800,70,3.0,0.8,150,19,207.5
22830,70,3.0,0.8,150,19,206.61
22860,70,3.0,0.8,150,19,206.49
22890,70,3.0,0.8,150,19,205.07
22920,70,3.0,0.8,150,19,203.6
22950,70,3.0,0.8,150,19,202.1
22980,70,3.0,0.8,150,19,200.81
23010,70,3.0,0.8,150,19,199.59
23040,70,3.0,0.8,150,19,199.75
23070,70,3.0,0.8,150,19,200.29
23100,70,3.0,0.8,150,19,201.17
23130,70,3.0,0.8,150,19,205.82
23160,70,3.0,0.8,150,19,209.85
23190,70,3.0,0.8,150,19,212.69
23220,70,3.0,0.8,150,19,218.71
23250,70,3.0,0.8,150,20,220.76
23280,70,3.0,0.8,150,20,221.45
23310,70,3.0,0.8,150,20,199.97
23340,70,3.0,0.8,150,19,209.8
23370,70,3.0,0.8,150,19,218.97
23400,70,3.0,0.8,150,19,218.69
23430,70,3.0,0.8,150,19,217.87
23460,70,3.0,0.8,150,19,217.39
23490,70,3.0,0.8,150,19,215.92
23520,70,3.0,0.8,150,19,213.11
23550,70,3.0,0.8,150,19,210.93
23580,70,3.0,0.8,150,19,220.89
23610,70,3.0,0.8,150,19,230.87
23640,70,3.0,0.8,150,19,228.66
23670,70,3.0,0.8,150,19,249.49
23700,70,3.0,0.8,150,19,258.25
23730,70,3.0,0.8,150,19,266.1
23760,70,3.0,0.8,150,19,273.39
23790,70,3.0,0.8,150,19,300.12
23820,70,3.0,0.8,150,19,298.57
23850,70,3.0,0.8,150,19,296.76
23880,70,3.0,0.8,150,19,287.17
23910,70,3.0,0.8,150,19,286.14
23940,70,3.0,0.8,150,19,285.52
23970,70,3.0,0.8,150,21,285.91
24000,70,3.0,0.8,150,20,319.47
24030,70,3.0,0.8,150,19,324.89
24060,70,3.0,0.8,150,19,321.51
24090,70,3.0,0.8,150,19,318.17
24120,70,3.0,0.8,150,19,314.2
24150,70,3.0,0.8,150,19,313.29
24180,70,3.0,0.8,150,18,319.47
24210,70,3.0,0.8,150,18,316.65
24240,70,3.0,0.8,150,18,314.79
24270,70,3.0,0.8,150,18,314.93
24300,70,3.0,0.8,150,17,322.96
24330,70,3.0,0.8,150,17,328.66
24360,70,3.0,0.8,150,16,332.03
24390,70,3.0,0.8,150,15,327.6
24420,70,3.0,0.8,150,13,324.94
24450,70,3.0,0.8,150,13,325.37
24480,70,3.0,0.8,150,11,326.57
24510,70,3.0,0.8,150,12,344.05
24540,70,3.0,0.8,150,12,365.52
24570,70,3.0,0.8,150,12,361.62
24600,70,3.0,0.8,150,14,404.12
24630,70,3.0,0.8,150,15,390.69
24660,70,3.0,0.8,150,14,385.54
24690,70,3.0,0.8,150,14,391.8
24720,70,3.0,0.8,150,14,390.75
24750,70,3.0,0.8,150,14,389.77
24780,70,3.0,0.8,150,13,421.44
24810,70,3.0,0.8,150,13,419.55
24840,70,3.0,0.8,150,13,411.11
24870,70,3.0,0.8,150,13,408.7
24900,70,3.0,0.8,150,14,423.12
24930,70,3.0,0.8,150,14,424.05
24960,70,3.0,0.8,150,14,415.53
24990,70,3.0,0.8,150,13,408.2
25020,70,3.0,0.8,150,12,401.7
25050,70,3.0,0.8,150,10,394.96
25080,70,3.0,0.8,150,9,389.23
25110,70,3.0,0.8,150,9,382.79
25140,70,3.0,0.8,150,9,379.87
25170,70,3.0,0.8,150,9,377.31
25200,70,3.0,0.8,150,9,374.54
25230,70,3.0,0.8,150,9,388.0
25260,70,3.0,0.8,150,8,386.25
25290,70,3.0,0.8,150,8,414.48
25320,70,3.0,0.8,150,8,385.35
25350,70,3.0,0.8,150,8,401.37
25380,70,3.0,0.8,150,8,402.25
25410,70,3.0,0.8,150,8,389.06
25440,70,3.0,0.8,150,8,390.3
25470,70,3.0,0.8,150,8,389.92
25500,70,3.0,0.8,150,8,388.96
25530,70,3.0,0.8,150,8,386.91
25560,70,3.0,0.8,150,9,369.02
25590,70,3.0,0.8,150,11,375.26
25620,70,3.0,0.8,150,10,368.93
25650,70,3.0,0.8,150,10,361.21
25680,70,3.0,0.8,150,10,357.22
25710,70,3.0,0.8,150,8,350.87
25740,70,3.0,0.8,150,8,392.67
25770,70,3.0,0.8,150,8,385.48
25800,70,3.0,0.8,150,8,379.92
25830,70,3.0,0.8,150,8,368.74
25860,70,3.0,0.8,150,9,351.07
25890,70,3.0,0.8,150,8,347.35
25920,70,3.0,0.8,150,8,344.77
25950,70,3.0,0.8,150,8,357.13
25980,70,3.0,0.8,150,8,369.92
26010,70,3.0,0.8,150,8,369.34
26040,70,3.0,0.8,150,7,368.95
26070,70,3.0,0.8,150,7,368.16
26100,70,3.0,0.8,150,7,367.14
26130,70,3.0,0.8,150,5,380.55
26160,70,3.0,0.8,150,5,426.31
26190,70,3.0,0.8,150,5,442.72
26220,70,3.0,0.8,150,6,458.2
26250,70,3.0,0.8,150,6,465.41
26280,70,3.0,0.8,150,7,469.29
26310,70,3.0,0.8,150,7,462.87
26340,70,3.0,0.8,150,8,457.96
26370,70,3.0,0.8,150,8,456.97
26400,70,3.0,0.8,150,8,455.15
26430,70,3.0,0.8,150,8,471.03
26460,70,3.0,0.8,150,8,480.88
26490,70,3.0,0.8,150,8,483.21
26520,70,3.0,0.8,150,8,481.19
26550,70,3.0,0.8,150,8,491.53
26580,70,3.0,0.8,150,8,480.51
26610,70,3.0,0.8,150,8,487.35
26640,70,3.0,0.8,150,8,477.89
26670,70,3.0,0.8,150,8,491.97
26700,70,3.0,0.8,150,8,479.69
26730,70,3.0,0.8,150,8,476.11
26760,70,3.0,0.8,150,8,477.34
26790,70,3.0,0.8,150,8,469.79
26820,70,3.0,0.8,150,7,478.27
26850,70,3.0,0.8,150,6,473.44
26880,70,3.0,0.8,150,5,479.4
26910,70,3.0,0.8,150,4,476.59
26940,70,3.0,0.8,150,4,476.64
26970,70,3.0,0.8,150,3,477.03
27000,70,3.0,0.8,150,3,482.45
27030,70,3.0,0.8,150,3,480.31
27060,70,3.0,0.8,150,3,476.12
27090,70,3.0,0.8,150,3,469.96
27120,70,3.0,0.8,150,2,469.92
27150,70,3.0,0.8,150,2,473.45
27180,70,3.0,0.8,150,0,483.25
27210,70,3.0,0.8,150,0,476.75
27240,70,3.0,0.8,150,1,472.53
27270,70,3.0,0.8,150,0,472.04
27300,70,3.0,0.8,150,0,462.62
27330,70,3.0,0.8,150,1,450.35
27360,70,3.0,0.8,150,1,442.86
27390,70,3.0,0.8,150,1,434.03
27420,70,3.0,0.8,150,1,427.55
27450,70,3.0,0.8,150,1,423.15
27480,70,3.0,0.8,150,1,430.13
27510,70,3.0,0.8,150,1,426.88
27540,70,3.0,0.8,150,1,414.83
27570,70,3.0,0.8,150,1,410.88
27600,70,3.0,0.8,150,1,406.34
27630,70,3.0,0.8,150,1,392.78
27660,70,3.0,0.8,150,2,389.08
27690,70,3.0,0.8,150,2,386.59
27720,70,3.0,0.8,150,2,383.47
27750,70,3.0,0.8,150,2,383.9
27780,70,3.0,0.8,150,2,384.78
27810,70,3.0,0.8,150,1,386.88
27840,70,3.0,0.8,150,2,390.67
27870,70,3.0,0.8,150,2,393.19
27900,70,3.0,0.8,150,1,391.23
27930,70,3.0,0.8,150,2,387.84
27960,70,3.0,0.8,150,2,385.31
27990,70,3.0,0.8,150,2,379.99
28020,70,3.0,0.8,150,1,373.93
28050,70,3.0,0.8,150,1,369.22
28080,70,3.0,0.8,150,1,366.32
28110,70,3.0,0.8,150,1,364.68
28140,70,3.0,0.8,150,1,360.88
28170,70,3.0,0.8,150,1,355.87
28200,70,3.0,0.8,150,1,352.29
28230,70,3.0,0.8,150,1,348.12
28260,70,3.0,0.8,150,1,343.94
28290,70,3.0,0.8,150,1,339.77
28320,70,3.0,0.8,150,1,337.42
28350,70,3.0,0.8,150,1,336.35
28380,70,3.0,0.8,150,1,343.71
28410,70,3.0,0.8,150,1,348.2
28440,70,3.0,0.8,150,1,360.0
28470,70,3.0,0.8,150,1,359.85
28500,70,3.0,0.8,150,1,359.89
28530,70,3.0,0.8,150,1,359.68
28560,70,3.0,0.8,150,1,359.69
28590,70,3.0,0.8,150,1,359.57
28620,70,3.0,0.8,150,1,362.63
28650,70,3.0,0.8,150,1,365.67
28680,70,3.0,0.8,150,1,369.63
28710,70,3.0,0.8,150,1,374.59
28740,70,3.0,0.8,150,1,376.41
28770,70,3.0,0.8,150,1,379.76
28800,70,3.0,0.8,150,1,385.14
28830,70,3.0,0.8,150,1,388.0
28860,70,3.0,0.8,150,1,395.7
28890,70,3.0,0.8,150,1,404.37
28920,70,3.0,0.8,150,1,408.89
28950,70,3.0,0.8,150,1,418.74
28980,70,3.0,0.8,150,1,425.29
29010,70,3.0,0.8,150,1,424.13
29040,70,3.0,0.8,150,1,420.8
29070,70,3.0,0.8,150,1,415.86
29100,70,3.0,0.8,150,1,412.95
29130,70,3.0,0.8,150,1,412.15
29160,70,3.0,0.8,150,1,412.6
29190,70,3.0,0.8,150,1,411.51
29220,70,3.0,0.8,150,0,410.25
29250,70,3.0,0.8,150,0,409.37
29280,70,3.0,0.8,150,0,408.31
29310,70,3.0,0.8,150,0,404.38
29340,70,3.0,0.8,150,0,396.39
29370,70,3.0,0.8,150,0,400.2
29400,70,3.0,0.8,150,2,396.87
29430,70,3.0,0.8,150,2,392.16
29460,70,3.0,0.8,150,2,386.77
29490,70,3.0,0.8,150,2,389.23
29520,70,3.0,0.8,150,2,383.72
29550,70,3.0,0.8,150,1,374.49
29580,70,3.0,0.8,150,1,365.73
29610,70,3.0,0.8,150,1,358.31
29640,70,3.0,0.8,150,1,350.93
29670,70,3.0,0.8,150,1,343.05
29700,70,3.0,0.8,150,1,336.0
29730,70,3.0,0.8,150,1,328.24
29760,70,3.0,0.8,150,1,323.27
29790,70,3.0,0.8,150,1,322.12
29820,70,3.0,0.8,150,1,316.15
29850,70,3.0,0.8,150,1,310.33
29880,70,3.0,0.8,150,1,304.06
29910,70,3.0,0.8,150,1,303.07
29940,70,3.0,0.8,150,1,295.81
29970,70,3.0,0.8,150,1,288.67
30000,70,3.0,0.8,150,1,283.01
30030,70,3.0,0.8,150,2,276.88
30060,70,3.0,0.8,150,2,271.68
30090,70,3.0,0.8,150,2,266.71
30120,70,3.0,0.8,150,2,268.25
30150,70,3.0,0.8,150,2,261.84
30180,70,3.0,0.8,150,2,255.74
30210,70,3.0,0.8,150,2,259.18
30240,70,3.0,0.8,150,2,252.35
30270,70,3.0,0.8,150,2,246.33
30300,70,3.0,0.8,150,2,239.15
30330,70,3.0,0.8,150,2,231.55
30360,70,3.0,0.8,150,2,224.09
30390,70,3.0,0.8,150,2,216.3
30420,70,3.0,0.8,150,2,209.59
30450,70,3.0,0.8,150,2,203.1
30480,70,3.0,0.8,150,2,197.75
30510,70,3.0,0.8,150,2,191.98
30540,70,3.0,0.8,150,2,186.58
30570,70,3.0,0.8,150,2,181.93
30600,70,3.0,0.8,150,3,177.75
30630,70,3.0,0.8,150,4,174.34
30660,70,3.0,0.8,150,3,172.17
30690,70,3.0,0.8,150,3,170.67
30720,70,3.0,0.8,150,3,169.49
30750,70,3.0,0.8,150,3,168.8
30780,70,3.0,0.8,150,3,168.57
30810,70,3.0,0.8,150,3,161.97
30840,70,3.0,0.8,150,3,155.26
30870,70,3.0,0.8,150,3,155.41
30900,70,3.0,0.8,150,4,171.19
30930,70,3.0,0.8,150,6,179.3
30960,70,3.0,0.8,150,8,198.98
30990,70,3.0,0.8,150,8,193.86
31020,70,3.0,0.8,150,9,194.22
31050,70,3.0,0.8,150,9,194.69
31080,70,3.0,0.8,150,9,194.7
31110,70,3.0,0.8,150,9,185.41
31140,70,3.0,0.8,150,10,175.13
31170,70,3.0,0.8,150,9,175.5
31200,70,3.0,0.8,150,9,175.34
31230,70,3.0,0.8,150,9,187.22
31260,70,3.0,0.8,150,9,193.87
31290,70,3.0,0.8,150,12,194.31
31320,70,3.0,0.8,150,12,173.67
31350,70,3.0,0.8,150,12,166.48
31380,70,3.0,0.8,150,12,182.21
31410,70,3.0,0.8,150,12,181.37
31440,70,3.0,0.8,150,12,162.0
31470,70,3.0,0.8,150,12,160.26
31500,70,3.0,0.8,150,13,158.23
31530,70,3.0,0.8,150,15,154.79
31560,70,3.0,0.8,150,15,151.97
31590,70,3.0,0.8,150,15,149.58
31620,70,3.0,0.8,150,15,147.6
31650,70,3.0,0.8,150,15,145.56
31680,70,3.0,0.8,150,15,143.77
31710,70,3.0,0.8,150,15,142.16
31740,70,3.0,0.8,150,15,141.47
31770,70,3.0,0.8,150,15,142.1
31800,70,3.0,0.8,150,15,142.87
31830,70,3.0,0.8,150,15,143.77
31860,70,3.0,0.8,150,15,144.87
31890,70,3.0,0.8,150,15,145.99
31920,70,3.0,0.8,150,17,147.18
31950,70,3.0,0.8,150,17,148.61
31980,70,3.0,0.8,150,17,163.53
32010,70,3.0,0.8,150,17,165.06
32040,70,3.0,0.8,150,18,179.94
32070,70,3.0,0.8,150,18,201.0
32100,70,3.0,0.8,150,18,208.27
32130,70,3.0,0.8,150,19,209.23
32160,70,3.0,0.8,150,19,222.48
32190,70,3.0,0.8,150,18,211.47
32220,70,3.0,0.8,150,17,236.62
32250,70,3.0,0.8,150,17,226.29
32280,70,3.0,0.8,150,17,228.5
32310,70,3.0,0.8,150,17,241.26
32340,70,3.0,0.8,150,16,242.63
32370,70,3.0,0.8,150,16,224.01
32400,70,3.0,0.8,150,16,213.75
32430,70,3.0,0.8,150,17,212.44
32460,70,3.0,0.8,150,17,210.31
32490,70,3.0,0.8,150,17,209.1
32520,70,3.0,0.8,150,16,207.3
32550,70,3.0,0.8,150,16,204.04
32580,70,3.0,0.8,150,17,201.79
32610,70,3.0,0.8,150,17,199.06
32640,70,3.0,0.8,150,18,196.86
32670,70,3.0,0.8,150,18,194.35
32700,70,3.0,0.8,150,18,192.31
32730,70,3.0,0.8,150,17,190.07
32760,70,3.0,0.8,150,17,187.91
32790,70,3.0,0.8,150,17,186.76
32820,70,3.0,0.8,150,18,175.81
32850,70,3.0,0.8,150,18,174.69
32880,70,3.0,0.8,150,18,174.94
32910,70,3.0,0.8,150,19,212.79
32940,70,3.0,0.8,150,19,224.34
32970,70,3.0,0.8,150,19,225.47
33000,70,3.0,0.8,150,18,240.03
33030,70,3.0,0.8,150,18,242.86
33060,70,3.0,0.8,150,19,245.62
33090,70,3.0,0.8,150,19,238.81
33120,70,3.0,0.8,150,19,253.72
33150,70,3.0,0.8,150,19,244.59
33180,70,3.0,0.8,150,18,247.92
33210,70,3.0,0.8,150,18,250.2
33240,70,3.0,0.8,150,18,264.53
33270,70,3.0,0.8,150,18,266.9
33300,70,3.0,0.8,150,17,277.51
33330,70,3.0,0.8,150,18,243.01
33360,70,3.0,0.8,150,18,244.18
33390,70,3.0,0.8,150,16,244.56
33420,70,3.0,0.8,150,16,245.86
33450,70,3.0,0.8,150,15,220.28
33480,70,3.0,0.8,150,14,202.08
33510,70,3.0,0.8,150,15,199.79
33540,70,3.0,0.8,150,16,194.22
33570,70,3.0,0.8,150,15,213.24
33600,70,3.0,0.8,150,13,211.74
33630,70,3.0,0.8,150,14,235.57
33660,70,3.0,0.8,150,13,277.51
33690,70,3.0,0.8,150,14,276.01
33720,70,3.0,0.8,150,14,285.1
33750,70,3.0,0.8,150,14,294.85
33780,70,3.0,0.8,150,13,285.6
33810,70,3.0,0.8,150,13,305.66
33840,70,3.0,0.8,150,15,296.61
33870,70,3.0,0.8,150,17,306.43
33900,70,3.0,0.8,150,17,324.19
33930,70,3.0,0.8,150,17,325.26
33960,70,3.0,0.8,150,16,359.9
33990,70,3.0,0.8,150,17,374.17
34020,70,3.0,0.8,150,17,387.44
34050,70,3.0,0.8,150,15,404.0
34080,70,3.0,0.8,150,13,425.49
34110,70,3.0,0.8,150,14,435.98
34140,70,3.0,0.8,150,13,443.92
34170,70,3.0,0.8,150,13,457.89
34200,70,3.0,0.8,150,13,454.18
34230,70,3.0,0.8,150,12,449.73
34260,70,3.0,0.8,150,10,446.41
34290,70,3.0,0.8,150,9,444.49
34320,70,3.0,0.8,150,9,441.5
34350,70,3.0,0.8,150,10,437.23
34380,70,3.0,0.8,150,10,433.23
34410,70,3.0,0.8,150,10,429.85
34440,70,3.0,0.8,150,10,427.01
34470,70,3.0,0.8,150,10,424.99
34500,70,3.0,0.8,150,10,412.35
34530,70,3.0,0.8,150,10,396.86
34560,70,3.0,0.8,150,9,392.6
34590,70,3.0,0.8,150,9,388.56
34620,70,3.0,0.8,150,8,385.88
34650,70,3.0,0.8,150,9,379.79
34680,70,3.0,0.8,150,8,374.29
34710,70,3.0,0.8,150,8,366.48
34740,70,3.0,0.8,150,8,363.36
34770,70,3.0,0.8,150,8,360.97
34800,70,3.0,0.8,150,8,358.54
34830,70,3.0,0.8,150,8,357.49
34860,70,3.0,0.8,150,9,357.09
34890,70,3.0,0.8,150,9,355.97
34920,70,3.0,0.8,150,9,357.13
34950,70,3.0,0.8,150,9,357.86
34980,70,3.0,0.8,150,9,359.45
35010,70,3.0,0.8,150,9,351.35
35040,70,3.0,0.8,150,9,349.17
35070,70,3.0,0.8,150,9,347.85
35100,70,3.0,0.8,150,9,345.41
35130,70,3.0,0.8,150,9,340.81
35160,70,3.0,0.8,150,9,337.99
35190,70,3.0,0.8,150,8,334.58
35220,70,3.0,0.8,150,7,332.22
35250,70,3.0,0.8,150,7,330.47
35280,70,3.0,0.8,150,7,329.65
35310,70,3.0,0.8,150,7,329.2
35340,70,3.0,0.8,150,7,328.29
35370,70,3.0,0.8,150,7,328.6
35400,70,3.0,0.8,150,7,326.3
35430,70,3.0,0.8,150,7,322.48
35460,70,3.0,0.8,150,7,312.15
35490,70,3.0,0.8,150,8,307.1
35520,70,3.0,0.8,150,8,302.5
35550,70,3.0,0.8,150,8,297.44
35580,70,3.0,0.8,150,8,291.95
35610,70,3.0,0.8,150,8,287.18
35640,70,3.0,0.8,150,8,285.53
35670,70,3.0,0.8,150,8,280.82
35700,70,3.0,0.8,150,8,274.54
35730,70,3.0,0.8,150,8,266.97
35760,70,3.0,0.8,150,9,264.73
35790,70,3.0,0.8,150,9,261.7
35820,70,3.0,0.8,150,9,256.22
35850,70,3.0,0.8,150,8,252.23
35880,70,3.0,0.8,150,9,249.65
35910,70,3.0,0.8,150,9,249.85
35940,70,3.0,0.8,150,8,250.86
35970,70,3.0,0.8,150,8,251.56
36000,70,3.0,0.8,150,8,252.48
36030,70,3.0,0.8,150,8,255.24
36060,70,3.0,0.8,150,8,256.92
36090,70,3.0,0.8,150,8,258.74
36120,70,3.0,0.8,150,8,260.8
36150,70,3.0,0.8,150,8,263.41
36180,70,3.0,0.8,150,8,265.14
36210,70,3.0,0.8,150,8,267.06
36240,70,3.0,0.8,150,8,268.21
36270,70,3.0,0.8,150,8,269.23
36300,70,3.0,0.8,150,8,274.59
36330,70,3.0,0.8,150,8,272.61
36360,70,3.0,0.8,150,8,271.05
36390,70,3.0,0.8,150,8,269.32
36420,70,3.0,0.8,150,8,267.51
36450,70,3.0,0.8,150,8,265.41
36480,70,3.0,0.8,150,8,286.76
36510,70,3.0,0.8,150,7,284.38
36540,70,3.0,0.8,150,6,278.67
36570,70,3.0,0.8,150,6,272.7
36600,70,3.0,0.8,150,6,266.45
36630,70,3.0,0.8,150,6,258.5
36660,70,3.0,0.8,150,6,252.67
36690,70,3.0,0.8,150,6,250.01
36720,70,3.0,0.8,150,7,248.74
36750,70,3.0,0.8,150,7,250.35
36780,70,3.0,0.8,150,7,250.52
36810,70,3.0,0.8,150,7,253.59
36840,70,3.0,0.8,150,7,256.21
36870,70,3.0,0.8,150,7,260.61
36900,70,3.0,0.8,150,7,260.41
36930,70,3.0,0.8,150,7,259.81
36960,70,3.0,0.8,150,7,259.31
36990,70,3.0,0.8,150,7,262.23
37020,70,3.0,0.8,150,7,263.57
37050,70,3.0,0.8,150,7,265.88
37080,70,3.0,0.8,150,7,270.33
37110,70,3.0,0.8,150,7,272.95
37140,70,3.0,0.8,150,7,271.79
37170,70,3.0,0.8,150,7,269.59
37200,70,3.0,0.8,150,7,267.54
37230,70,3.0,0.8,150,7,270.33
37260,70,3.0,0.8,150,7,274.72
37290,70,3.0,0.8,150,7,274.91
37320,70,3.0,0.8,150,8,273.79
37350,70,3.0,0.8,150,8,278.32
37380,70,3.0,0.8,150,7,284.41
37410,70,3.0,0.8,150,7,291.06
37440,70,3.0,0.8,150,7,296.97
37470,70,3.0,0.8,150,7,303.07
37500,70,3.0,0.8,150,7,308.46
37530,70,3.0,0.8,150,7,314.84
37560,70,3.0,0.8,150,7,321.35
37590,70,3.0,0.8,150,7,327.45
37620,70,3.0,0.8,150,7,333.96
37650,70,3.0,0.8,150,7,341.08
37680,70,3.0,0.8,150,7,347.82
37710,70,3.0,0.8,150,7,353.5
37740,70,3.0,0.8,150,7,358.93
37770,70,3.0,0.8,150,8,363.99
37800,70,3.0,0.8,150,8,370.14
37830,70,3.0,0.8,150,8,374.35
37860,70,3.0,0.8,150,8,379.47
37890,70,3.0,0.8,150,7,384.33
37920,70,3.0,0.8,150,7,388.73
37950,70,3.0,0.8,150,7,392.16
37980,70,3.0,0.8,150,7,396.07
38010,70,3.0,0.8,150,7,403.81
38040,70,3.0,0.8,150,7,411.37
38070,70,3.0,0.8,150,7,418.91
38100,70,3.0,0.8,150,7,429.7
38130,70,3.0,0.8,150,7,429.44
38160,70,3.0,0.8,150,7,439.03
38190,70,3.0,0.8,150,6,446.79
38220,70,3.0,0.8,150,6,455.25
38250,70,3.0,0.8,150,6,459.64
38280,70,3.0,0.8,150,6,461.07
38310,70,3.0,0.8,150,7,458.72
38340,70,3.0,0.8,150,7,454.06
38370,70,3.0,0.8,150,6,450.01
38400,70,3.0,0.8,150,6,450.66
38430,70,3.0,0.8,150,6,442.08
38460,70,3.0,0.8,150,6,425.65
38490,70,3.0,0.8,150,6,402.31
38520,70,3.0,0.8,150,6,397.21
38550,70,3.0,0.8,150,6,374.35
38580,70,3.0,0.8,150,6,367.06
38610,70,3.0,0.8,150,6,345.47
38640,70,3.0,0.8,150,6,326.73
38670,70,3.0,0.8,150,6,309.04
38700,70,3.0,0.8,150,6,292.02
38730,70,3.0,0.8,150,6,287.68
38760,70,3.0,0.8,150,6,283.94
38790,70,3.0,0.8,150,6,286.64
38820,70,3.0,0.8,150,6,287.08
38850,70,3.0,0.8,150,6,285.86
38880,70,3.0,0.8,150,6,282.64
38910,70,3.0,0.8,150,6,274.67
38940,70,3.0,0.8,150,6,265.97
38970,70,3.0,0.8,150,6,257.15
39000,70,3.0,0.8,150,6,249.53
39030,70,3.0,0.8,150,6,255.05
39060,70,3.0,0.8,150,7,248.2
39090,70,3.0,0.8,150,7,242.08
39120,70,3.0,0.8,150,7,235.7
39150,70,3.0,0.8,150,8,228.58
39180,70,3.0,0.8,150,9,222.45
39210,70,3.0,0.8,150,10,216.59
39240,70,3.0,0.8,150,11,212.29
39270,70,3.0,0.8,150,11,207.37
39300,70,3.0,0.8,150,11,201.66
39330,70,3.0,0.8,150,11,196.11
39360,70,3.0,0.8,150,12,192.41
39390,70,3.0,0.8,150,11,189.34
39420,70,3.0,0.8,150,12,186.38
39450,70,3.0,0.8,150,13,183.23
39480,70,3.0,0.8,150,13,180.31
39510,70,3.0,0.8,150,11,177.75
39540,70,3.0,0.8,150,11,175.59
39570,70,3.0,0.8,150,11,175.46
39600,70,3.0,0.8,150,11,175.53
39630,70,3.0,0.8,150,10,174.08
39660,70,3.0,0.8,150,10,172.25
39690,70,3.0,0.8,150,10,170.45
39720,70,3.0,0.8,150,9,169.97
39750,70,3.0,0.8,150,11,167.76
39780,70,3.0,0.8,150,13,166.09
